Entfernung,Start,Ziel
1,NEUNKIRCHEN - HEINITZ (A 8),ELVERSBERG (A 8)
2,NEUNKIRCHEN - HEINITZ (A 8),NEUNKIRCHEN / SPIESEN (A 8)
2,NEUNKIRCHEN / SPIESEN (A 8),NEUNKIRCHEN - HEINITZ (A 8)
0.5,NEUNKIRCHEN / SPIESEN (A 8),NEUNKIRCHEN / SPIESEN (A 8)
0.5,NEUNKIRCHEN / SPIESEN (A 8),NEUNKIRCHEN / SPIESEN (A 8)
3,NEUNKIRCHEN / SPIESEN (A 8),NEUNKIRCHEN - OBERSTADT (A 8)
3,NEUNKIRCHEN - OBERSTADT (A 8),NEUNKIRCHEN / SPIESEN (A 8)
3,NEUNKIRCHEN - OBERSTADT (A 8),NEUNKIRCHEN - WELLESWEILER (A 8)
3,NEUNKIRCHEN - WELLESWEILER (A 8),NEUNKIRCHEN - OBERSTADT (A 8)
1,NEUNKIRCHEN - WELLESWEILER (A 8),NEUNKIRCHEN - KOHLHOF (A 8)
1,NEUNKIRCHEN - KOHLHOF (A 8),NEUNKIRCHEN - WELLESWEILER (A 8)
2,NEUNKIRCHEN - KOHLHOF (A 8),KREUZ NEUNKIRCHEN
2,KREUZ NEUNKIRCHEN,NEUNKIRCHEN - KOHLHOF (A 8)
1,KREUZ NEUNKIRCHEN,LIMBACH (A 8)
1,LIMBACH (A 8),KREUZ NEUNKIRCHEN
3,LIMBACH (A 8),HOMBURG - SCHWARZENBACH (A 8)
3,HOMBURG - SCHWARZENBACH (A 8),LIMBACH (A 8)
3,HOMBURG - SCHWARZENBACH (A 8),EINOED (A 8)
3,EINOED (A 8),HOMBURG - SCHWARZENBACH (A 8)
2,EINOED (A 8),ZWEIBRUECKEN - ERNSTWEILER  (Westteil) (A 8)
2,ZWEIBRUECKEN - ERNSTWEILER  (Westteil) (A 8),EINOED (A 8)
1,ZWEIBRUECKEN - ERNSTWEILER  (Westteil) (A 8),ZWEIBRUECKEN - ERNSTWEILER  (Ostteil) (A 8)
1,ZWEIBRUECKEN - ERNSTWEILER  (Ostteil) (A 8),ZWEIBRUECKEN - ERNSTWEILER  (Westteil) (A 8)
1,ZWEIBRUECKEN - ERNSTWEILER  (Ostteil) (A 8),ZWEIBRUECKEN (A 8)
1,ZWEIBRUECKEN (A 8),ZWEIBRUECKEN - ERNSTWEILER  (Ostteil) (A 8)
2,ZWEIBRUECKEN (A 8),ZWEIBRUECKEN - IXHEIM (A 8)
2,ZWEIBRUECKEN - IXHEIM (A 8),ZWEIBRUECKEN (A 8)
3,ZWEIBRUECKEN - IXHEIM (A 8),CONTWIG (A 8)
3,CONTWIG (A 8),ZWEIBRUECKEN - IXHEIM (A 8)
6,CONTWIG (A 8),WALSHAUSEN (A 8)
6,WALSHAUSEN (A 8),CONTWIG (A 8)
6,WALSHAUSEN (A 8),PIRMASENS (A 8)
6,PIRMASENS (A 8),WALSHAUSEN (A 8)
200,PIRMASENS (A 8),DREIECK KARLSRUHE
200,DREIECK KARLSRUHE,PIRMASENS (A 8)
5,DREIECK KARLSRUHE,KARLSBAD (A 8)
5,KARLSBAD (A 8),DREIECK KARLSRUHE
13,KARLSBAD (A 8),PFORZHEIM - WEST (A 8)
13,PFORZHEIM - WEST (A 8),KARLSBAD (A 8)
5,PFORZHEIM - WEST (A 8),PFORZHEIM - NORD (A 8)
5,PFORZHEIM - NORD (A 8),PFORZHEIM - WEST (A 8)
4,PFORZHEIM - NORD (A 8),PFORZHEIM - OST (A 8)
4,PFORZHEIM - OST (A 8),PFORZHEIM - NORD (A 8)
5,PFORZHEIM - OST (A 8),PFORZHEIM - SUED (A 8)
5,PFORZHEIM - SUED (A 8),PFORZHEIM - OST (A 8)
9,PFORZHEIM - SUED (A 8),HEIMSHEIM (A 8)
9,HEIMSHEIM (A 8),PFORZHEIM - SUED (A 8)
6,HEIMSHEIM (A 8),KREUZ RUTESHEIM
6,KREUZ RUTESHEIM,HEIMSHEIM (A 8)
6,KREUZ RUTESHEIM,LEONBERG - WEST (A 8)
6,LEONBERG - WEST (A 8),KREUZ RUTESHEIM
2,LEONBERG - WEST (A 8),DREIECK LEONBERG
2,DREIECK LEONBERG,LEONBERG - WEST (A 8)
1,DREIECK LEONBERG,LEONBERG - OST (A 8)
1,LEONBERG - OST (A 8),DREIECK LEONBERG
7,LEONBERG - OST (A 8),KREUZ STUTTGART
7,KREUZ STUTTGART,LEONBERG - OST (A 8)
6,KREUZ STUTTGART,STUTTGART - MOEHRINGEN (Westteil) (A 8)
6,STUTTGART - MOEHRINGEN (Westteil) (A 8),KREUZ STUTTGART
0.5,STUTTGART - MOEHRINGEN (Westteil) (A 8),STUTTGART - MOEHRINGEN (Ostteil) (A 8)
0.5,STUTTGART - MOEHRINGEN (Ostteil) (A 8),STUTTGART - MOEHRINGEN (Westteil) (A 8)
1,STUTTGART - MOEHRINGEN (Ostteil) (A 8),KREUZ STUTTGART - DEGERLOCH
1,KREUZ STUTTGART - DEGERLOCH,STUTTGART - MOEHRINGEN (Ostteil) (A 8)
0.5,KREUZ STUTTGART - DEGERLOCH,STUTTGART - FLUGHAFEN / MESSE  (Westteil) (A 8)
0.5,STUTTGART - FLUGHAFEN / MESSE  (Westteil) (A 8),KREUZ STUTTGART - DEGERLOCH
2,STUTTGART - FLUGHAFEN / MESSE  (Westteil) (A 8),STUTTGART - FLUGHAFEN / MESSE (Ostteil) (A 8)
2,STUTTGART - FLUGHAFEN / MESSE (Ostteil) (A 8),STUTTGART - FLUGHAFEN / MESSE  (Westteil) (A 8)
2,STUTTGART - FLUGHAFEN / MESSE (Ostteil) (A 8),STUTTGART - PLIENINGEN (A 8)
2,STUTTGART - PLIENINGEN (A 8),STUTTGART - FLUGHAFEN / MESSE (Ostteil) (A 8)
2,STUTTGART - PLIENINGEN (A 8),NEUHAUSEN (A 8)
2,NEUHAUSEN (A 8),STUTTGART - PLIENINGEN (A 8)
1,NEUHAUSEN (A 8),ESSLINGEN (A 8)
1,ESSLINGEN (A 8),NEUHAUSEN (A 8)
6,ESSLINGEN (A 8),WENDLINGEN (A 8)
6,WENDLINGEN (A 8),ESSLINGEN (A 8)
7,WENDLINGEN (A 8),KIRCHHEIM - WEST (A 8)
7,KIRCHHEIM - WEST (A 8),WENDLINGEN (A 8)
2,KIRCHHEIM - WEST (A 8),KIRCHHEIM - OST (A 8)
2,KIRCHHEIM - OST (A 8),KIRCHHEIM - WEST (A 8)
3,KIRCHHEIM - OST (A 8),KREUZ KIRCHHEIM
3,KREUZ KIRCHHEIM,KIRCHHEIM - OST (A 8)
4,KREUZ KIRCHHEIM,AICHELBERG (A 8)
4,AICHELBERG (A 8),KREUZ KIRCHHEIM
7,AICHELBERG (A 8),Raststätte Gruibingen Am Kornberg (mit Anschlussstelle) (A 8)
7,Raststätte Gruibingen Am Kornberg (mit Anschlussstelle) (A 8),AICHELBERG (A 8)
3,Raststätte Gruibingen Am Kornberg (mit Anschlussstelle) (A 8),MUEHLHAUSEN
3,MUEHLHAUSEN,Raststätte Gruibingen Am Kornberg (mit Anschlussstelle) (A 8)
6,MUEHLHAUSEN,HOHENSTADT (A 8)
6,HOHENSTADT (A 8),MUEHLHAUSEN
9,HOHENSTADT (A 8),MERKLINGEN (A 8)
9,MERKLINGEN (A 8),HOHENSTADT (A 8)
3,MERKLINGEN (A 8),Scharenstetten (A 8)
3,Scharenstetten (A 8),MERKLINGEN (A 8)
14,Scharenstetten (A 8),KREUZ ULM - WEST
14,KREUZ ULM - WEST,Scharenstetten (A 8)
1,KREUZ ULM - WEST,ULM - NORD (A 8)
1,ULM - NORD (A 8),KREUZ ULM - WEST
4,ULM - NORD (A 8),KREUZ ULM - OST
4,KREUZ ULM - OST,ULM - NORD (A 8)
4,KREUZ ULM - OST,OBERELCHINGEN (A 8)
4,OBERELCHINGEN (A 8),KREUZ ULM - OST
3,OBERELCHINGEN (A 8),KREUZ ULM / ELCHINGEN
3,KREUZ ULM / ELCHINGEN,OBERELCHINGEN (A 8)
8,KREUZ ULM / ELCHINGEN,LEIPHEIM (A 8)
8,LEIPHEIM (A 8),KREUZ ULM / ELCHINGEN
2,LEIPHEIM (A 8),DREIECK GUENZBURG
2,DREIECK GUENZBURG,LEIPHEIM (A 8)
5,DREIECK GUENZBURG,GUENZBURG (A 8)
5,GUENZBURG (A 8),DREIECK GUENZBURG
7,GUENZBURG (A 8),UNTERKNOERINGEN (A 8)
7,UNTERKNOERINGEN (A 8),GUENZBURG (A 8)
5,UNTERKNOERINGEN (A 8),BURGAU (A 8)
5,BURGAU (A 8),UNTERKNOERINGEN (A 8)
12,BURGAU (A 8),ZUSMARSHAUSEN (A 8)
12,ZUSMARSHAUSEN (A 8),BURGAU (A 8)
9,ZUSMARSHAUSEN (A 8),ADELSRIED (A 8)
9,ADELSRIED (A 8),ZUSMARSHAUSEN (A 8)
9,ADELSRIED (A 8),NEUSAESS (A 8)
9,NEUSAESS (A 8),ADELSRIED (A 8)
2,NEUSAESS (A 8),KREUZ AUGSBURG - WEST
2,KREUZ AUGSBURG - WEST,NEUSAESS (A 8)
4,KREUZ AUGSBURG - WEST,AUGSBURG - OST (A 8)
4,AUGSBURG - OST (A 8),KREUZ AUGSBURG - WEST
2,AUGSBURG - OST (A 8),FRIEDBERG (A 8)
2,FRIEDBERG (A 8),AUGSBURG - OST (A 8)
9,FRIEDBERG (A 8),DASING (A 8)
9,DASING (A 8),FRIEDBERG (A 8)
1,DASING (A 8),KREUZ DASING
1,KREUZ DASING,DASING (A 8)
6,KREUZ DASING,ADELZHAUSEN (A 8)
6,ADELZHAUSEN (A 8),KREUZ DASING
7,ADELZHAUSEN (A 8),ODELZHAUSEN (A 8)
7,ODELZHAUSEN (A 8),ADELZHAUSEN (A 8)
6,ODELZHAUSEN (A 8),SULZEMOOS (A 8)
6,SULZEMOOS (A 8),ODELZHAUSEN (A 8)
8,SULZEMOOS (A 8),DACHAU / FUERSTENFELDBRUCK (A 8)
8,DACHAU / FUERSTENFELDBRUCK (A 8),SULZEMOOS (A 8)
4,DACHAU / FUERSTENFELDBRUCK (A 8),DREIECK MUENCHEN - ESCHENRIED
4,DREIECK MUENCHEN - ESCHENRIED,DACHAU / FUERSTENFELDBRUCK (A 8)
2,DREIECK MUENCHEN - ESCHENRIED,MUENCHEN - LANGWIED (A 8)
2,MUENCHEN - LANGWIED (A 8),DREIECK MUENCHEN - ESCHENRIED
2,MUENCHEN - LANGWIED (A 8),KREUZ MUENCHEN - WEST
2,KREUZ MUENCHEN - WEST,MUENCHEN - LANGWIED (A 8)
1,KREUZ MUENCHEN - WEST,MUENCHEN - OBERMENZING (A 8)
1,MUENCHEN - OBERMENZING (A 8),KREUZ MUENCHEN - WEST
20,MUENCHEN - OBERMENZING (A 8),KREUZ MUENCHEN - RAMERSDORF
20,KREUZ MUENCHEN - RAMERSDORF,MUENCHEN - OBERMENZING (A 8)
1,KREUZ MUENCHEN - RAMERSDORF,KREUZ MUENCHEN - PERLACH
1,KREUZ MUENCHEN - PERLACH,KREUZ MUENCHEN - RAMERSDORF
2,KREUZ MUENCHEN - PERLACH,NEUBIBERG (A 8)
2,NEUBIBERG (A 8),KREUZ MUENCHEN - PERLACH
3,NEUBIBERG (A 8),UNTERHACHING - OST (A 8)
3,UNTERHACHING - OST (A 8),NEUBIBERG (A 8)
2,UNTERHACHING - OST (A 8),TAUFKIRCHEN - OST (A 8)
2,TAUFKIRCHEN - OST (A 8),UNTERHACHING - OST (A 8)
2,TAUFKIRCHEN - OST (A 8),KREUZ MUENCHEN - SUED
2,KREUZ MUENCHEN - SUED,TAUFKIRCHEN - OST (A 8)
6,KREUZ MUENCHEN - SUED,HOFOLDINGER FORST (A 8)
6,HOFOLDINGER FORST (A 8),KREUZ MUENCHEN - SUED
10,HOFOLDINGER FORST (A 8),HOLZKIRCHEN (A 8)
10,HOLZKIRCHEN (A 8),HOFOLDINGER FORST (A 8)
6,HOLZKIRCHEN (A 8),WEYARN (A 8)
6,WEYARN (A 8),HOLZKIRCHEN (A 8)
7,WEYARN (A 8),Seehamer See  (mit Anschlussstelle) (A 8)
7,Seehamer See  (mit Anschlussstelle) (A 8),WEYARN (A 8)
4,Seehamer See  (mit Anschlussstelle) (A 8),IRSCHENBERG (A 8)
4,IRSCHENBERG (A 8),Seehamer See  (mit Anschlussstelle) (A 8)
5,IRSCHENBERG (A 8),DREIECK IRSCHENBERG
5,DREIECK IRSCHENBERG,IRSCHENBERG (A 8)
4,DREIECK IRSCHENBERG,BAD AIBLING (A 8)
4,BAD AIBLING (A 8),DREIECK IRSCHENBERG
3,BAD AIBLING (A 8),KREUZ KOLBERMOOR
3,KREUZ KOLBERMOOR,BAD AIBLING (A 8)
1,KREUZ KOLBERMOOR,ROSENHEIM - WEST ?  (VB) (A 8)
1,ROSENHEIM - WEST ?  (VB) (A 8),KREUZ KOLBERMOOR
2,ROSENHEIM - WEST ?  (VB) (A 8),DREIECK INNTAL
2,DREIECK INNTAL,ROSENHEIM - WEST ?  (VB) (A 8)
2,DREIECK INNTAL,ROSENHEIM (A 8)
2,ROSENHEIM (A 8),DREIECK INNTAL
3,ROSENHEIM (A 8),ROHRDORF (A 8)
3,ROHRDORF (A 8),ROSENHEIM (A 8)
3,ROHRDORF (A 8),ACHENMUEHLE (A 8)
3,ACHENMUEHLE (A 8),ROHRDORF (A 8)
6,ACHENMUEHLE (A 8),FRASDORF (A 8)
6,FRASDORF (A 8),ACHENMUEHLE (A 8)
6,FRASDORF (A 8),BERNAU (A 8)
6,BERNAU (A 8),FRASDORF (A 8)
2,BERNAU (A 8),FELDEN (A 8)
2,FELDEN (A 8),BERNAU (A 8)
8,FELDEN (A 8),UEBERSEE (A 8)
8,UEBERSEE (A 8),FELDEN (A 8)
2,UEBERSEE (A 8),DREIECK GRABENSTAETT
2,DREIECK GRABENSTAETT,UEBERSEE (A 8)
1,DREIECK GRABENSTAETT,GRABENSTAETT (A 8)
1,GRABENSTAETT (A 8),DREIECK GRABENSTAETT
6,GRABENSTAETT (A 8),BERGEN (A 8)
6,BERGEN (A 8),GRABENSTAETT (A 8)
3,BERGEN (A 8),SCHWEINBACH (A 8)
3,SCHWEINBACH (A 8),BERGEN (A 8)
1,SCHWEINBACH (A 8),TRAUNSTEIN / SIEGSDORF (A 8)
1,TRAUNSTEIN / SIEGSDORF (A 8),SCHWEINBACH (A 8)
7,TRAUNSTEIN / SIEGSDORF (A 8),NEUKIRCHEN
7,NEUKIRCHEN,TRAUNSTEIN / SIEGSDORF (A 8)
10,NEUKIRCHEN,ANGER (A 8)
10,ANGER (A 8),NEUKIRCHEN
5,ANGER (A 8),BAD REICHENHALL (A 8)
5,BAD REICHENHALL (A 8),ANGER (A 8)
2,BAD REICHENHALL (A 8),SCHWARZBACH (A 8)
2,SCHWARZBACH (A 8),BAD REICHENHALL (A 8)
0.5,SCHWARZBACH (A 8),Bundesgrenze Bad Reichenhall D-A (A 8)
0.5,Bundesgrenze Bad Reichenhall D-A (A 8),SCHWARZBACH (A 8)
2,DREIECK POTSDAM,BEELITZ - HEILSTAETTEN (A 9)
2,BEELITZ - HEILSTAETTEN (A 9),DREIECK POTSDAM
6,BEELITZ - HEILSTAETTEN (A 9),BEELITZ (A 9)
6,BEELITZ (A 9),BEELITZ - HEILSTAETTEN (A 9)
11,BEELITZ (A 9),BRUECK (A 9)
11,BRUECK (A 9),BEELITZ (A 9)
9,BRUECK (A 9),NIEMEGK (A 9)
9,NIEMEGK (A 9),BRUECK (A 9)
12,NIEMEGK (A 9),KLEIN MARZEHNS (A 9)
12,KLEIN MARZEHNS (A 9),NIEMEGK (A 9)
10,KLEIN MARZEHNS (A 9),KOESELITZ (A 9)
10,KOESELITZ (A 9),KLEIN MARZEHNS (A 9)
9,KOESELITZ (A 9),COSWIG (A 9)
9,COSWIG (A 9),KOESELITZ (A 9)
7,COSWIG (A 9),VOCKERODE (A 9)
7,VOCKERODE (A 9),COSWIG (A 9)
3,VOCKERODE (A 9),DESSAU - OST (A 9)
3,DESSAU - OST (A 9),VOCKERODE (A 9)
10,DESSAU - OST (A 9),DESSAU - SUED (A 9)
10,DESSAU - SUED (A 9),DESSAU - OST (A 9)
6,DESSAU - SUED (A 9),KREUZ WOLFEN
6,KREUZ WOLFEN,DESSAU - SUED (A 9)
7,KREUZ WOLFEN,BITTERFELD / WOLFEN (A 9)
7,BITTERFELD / WOLFEN (A 9),KREUZ WOLFEN
10,BITTERFELD / WOLFEN (A 9),HALLE (A 9)
10,HALLE (A 9),BITTERFELD / WOLFEN (A 9)
10,HALLE (A 9),WIEDEMAR (A 9)
10,WIEDEMAR (A 9),HALLE (A 9)
4,WIEDEMAR (A 9),SCHKEUDITZER KREUZ
4,SCHKEUDITZER KREUZ,WIEDEMAR (A 9)
3,SCHKEUDITZER KREUZ,GROSSKUGEL (A 9)
3,GROSSKUGEL (A 9),SCHKEUDITZER KREUZ
6,GROSSKUGEL (A 9),LEIPZIG - WEST (A 9)
6,LEIPZIG - WEST (A 9),GROSSKUGEL (A 9)
7,LEIPZIG - WEST (A 9),BAD DUERRENBERG (A 9)
7,BAD DUERRENBERG (A 9),LEIPZIG - WEST (A 9)
8,BAD DUERRENBERG (A 9),KREUZ RIPPACHTAL
8,KREUZ RIPPACHTAL,BAD DUERRENBERG (A 9)
8,KREUZ RIPPACHTAL,WEISSENFELS (A 9)
8,WEISSENFELS (A 9),KREUZ RIPPACHTAL
10,WEISSENFELS (A 9),NAUMBURG (A 9)
10,NAUMBURG (A 9),WEISSENFELS (A 9)
6,NAUMBURG (A 9),DROYSSIG (A 9)
6,DROYSSIG (A 9),NAUMBURG (A 9)
10,DROYSSIG (A 9),EISENBERG (A 9)
10,EISENBERG (A 9),DROYSSIG (A 9)
7,EISENBERG (A 9),BAD KLOSTERLAUSNITZ (A 9)
7,BAD KLOSTERLAUSNITZ (A 9),EISENBERG (A 9)
4,BAD KLOSTERLAUSNITZ (A 9),HERMSDORFER KREUZ
4,HERMSDORFER KREUZ,BAD KLOSTERLAUSNITZ (A 9)
2,HERMSDORFER KREUZ,HERMSDORF - SUED (A 9)
2,HERMSDORF - SUED (A 9),HERMSDORFER KREUZ
7,HERMSDORF - SUED (A 9),LEDERHOSE (A 9)
7,LEDERHOSE (A 9),HERMSDORF - SUED (A 9)
7,LEDERHOSE (A 9),TRIPTIS (A 9)
7,TRIPTIS (A 9),LEDERHOSE (A 9)
11,TRIPTIS (A 9),DITTERSDORF (A 9)
11,DITTERSDORF (A 9),TRIPTIS (A 9)
13,DITTERSDORF (A 9),SCHLEIZ (A 9)
13,SCHLEIZ (A 9),DITTERSDORF (A 9)
13,SCHLEIZ (A 9),BAD LOBENSTEIN (A 9)
13,BAD LOBENSTEIN (A 9),SCHLEIZ (A 9)
4,BAD LOBENSTEIN (A 9),RUDOLPHSTEIN (A 9)
4,RUDOLPHSTEIN (A 9),BAD LOBENSTEIN (A 9)
5,RUDOLPHSTEIN (A 9),BERG / BAD STEBEN (A 9)
5,BERG / BAD STEBEN (A 9),RUDOLPHSTEIN (A 9)
4,BERG / BAD STEBEN (A 9),NAILA / SELBITZ (A 9)
4,NAILA / SELBITZ (A 9),BERG / BAD STEBEN (A 9)
2,NAILA / SELBITZ (A 9),DREIECK BAYERISCHES VOGTLAND
2,DREIECK BAYERISCHES VOGTLAND,NAILA / SELBITZ (A 9)
4,DREIECK BAYERISCHES VOGTLAND,KREUZ HOF - WEST
4,KREUZ HOF - WEST,DREIECK BAYERISCHES VOGTLAND
10,KREUZ HOF - WEST,MUENCHBERG - NORD (A 9)
10,MUENCHBERG - NORD (A 9),KREUZ HOF - WEST
4,MUENCHBERG - NORD (A 9),MUENCHBERG - SUED (A 9)
4,MUENCHBERG - SUED (A 9),MUENCHBERG - NORD (A 9)
3,MUENCHBERG - SUED (A 9),DREIECK ZELL
3,DREIECK ZELL,MUENCHBERG - SUED (A 9)
7,DREIECK ZELL,GEFREES (A 9)
7,GEFREES (A 9),DREIECK ZELL
3,GEFREES (A 9),MARKTSCHORGAST (A 9)
3,MARKTSCHORGAST (A 9),GEFREES (A 9)
5,MARKTSCHORGAST (A 9),BAD BERNECK / HIMMELKRON (A 9)
5,BAD BERNECK / HIMMELKRON (A 9),MARKTSCHORGAST (A 9)
3,BAD BERNECK / HIMMELKRON (A 9),DREIECK BAYREUTH / KULMBACH
3,DREIECK BAYREUTH / KULMBACH,BAD BERNECK / HIMMELKRON (A 9)
1,DREIECK BAYREUTH / KULMBACH,BINDLACHER BERG (A 9)
1,BINDLACHER BERG (A 9),DREIECK BAYREUTH / KULMBACH
6,BINDLACHER BERG (A 9),BAYREUTH - NORD (A 9)
6,BAYREUTH - NORD (A 9),BINDLACHER BERG (A 9)
4,BAYREUTH - NORD (A 9),BAYREUTH - SUED (A 9)
4,BAYREUTH - SUED (A 9),BAYREUTH - NORD (A 9)
16,BAYREUTH - SUED (A 9),TROCKAU (A 9)
16,TROCKAU (A 9),BAYREUTH - SUED (A 9)
12,TROCKAU (A 9),PEGNITZ (A 9)
12,PEGNITZ (A 9),TROCKAU (A 9)
4,PEGNITZ (A 9),WEIDENSEES (A 9)
4,WEIDENSEES (A 9),PEGNITZ (A 9)
5,WEIDENSEES (A 9),PLECH (A 9)
5,PLECH (A 9),WEIDENSEES (A 9)
7,PLECH (A 9),HORMERSDORF (A 9)
7,HORMERSDORF (A 9),PLECH (A 9)
9,HORMERSDORF (A 9),SCHNAITTACH (A 9)
9,SCHNAITTACH (A 9),HORMERSDORF (A 9)
6,SCHNAITTACH (A 9),LAUF / HERSBRUCK (A 9)
6,LAUF / HERSBRUCK (A 9),SCHNAITTACH (A 9)
3,LAUF / HERSBRUCK (A 9),LAUF (A 9)
3,LAUF (A 9),LAUF / HERSBRUCK (A 9)
5,LAUF (A 9),KREUZ NUERNBERG
5,KREUZ NUERNBERG,LAUF (A 9)
7,KREUZ NUERNBERG,NUERNBERG - FISCHBACH (A 9)
7,NUERNBERG - FISCHBACH (A 9),KREUZ NUERNBERG
1,NUERNBERG - FISCHBACH (A 9),KREUZ NUERNBERG - OST
1,KREUZ NUERNBERG - OST,NUERNBERG - FISCHBACH (A 9)
5,KREUZ NUERNBERG - OST,DREIECK NUERNBERG / FEUCHT
5,DREIECK NUERNBERG / FEUCHT,KREUZ NUERNBERG - OST
11,DREIECK NUERNBERG / FEUCHT,ALLERSBERG (A 9)
11,ALLERSBERG (A 9),DREIECK NUERNBERG / FEUCHT
10,ALLERSBERG (A 9),HILPOLTSTEIN (A 9)
10,HILPOLTSTEIN (A 9),ALLERSBERG (A 9)
3,HILPOLTSTEIN (A 9),DREIECK WEINSFELD
3,DREIECK WEINSFELD,HILPOLTSTEIN (A 9)
7,DREIECK WEINSFELD,THALMAESSING (A 9)
7,THALMAESSING (A 9),DREIECK WEINSFELD
5,THALMAESSING (A 9),GREDING (A 9)
5,GREDING (A 9),THALMAESSING (A 9)
6,GREDING (A 9),ALTMUEHLTAL (A 9)
6,ALTMUEHLTAL (A 9),GREDING (A 9)
10,ALTMUEHLTAL (A 9),DENKENDORF (A 9)
10,DENKENDORF (A 9),ALTMUEHLTAL (A 9)
13,DENKENDORF (A 9),LENTING (A 9)
13,LENTING (A 9),DENKENDORF (A 9)
5,LENTING (A 9),INGOLSTADT - NORD (A 9)
5,INGOLSTADT - NORD (A 9),LENTING (A 9)
2,INGOLSTADT - NORD (A 9),INGOLSTADT - SUED (A 9)
2,INGOLSTADT - SUED (A 9),INGOLSTADT - NORD (A 9)
5,INGOLSTADT - SUED (A 9),MANCHING (A 9)
5,MANCHING (A 9),INGOLSTADT - SUED (A 9)
8,MANCHING (A 9),LANGENBRUCK (A 9)
8,LANGENBRUCK (A 9),MANCHING (A 9)
9,LANGENBRUCK (A 9),DREIECK HOLLEDAU
9,DREIECK HOLLEDAU,LANGENBRUCK (A 9)
3,DREIECK HOLLEDAU,Raststätte In der Holledau  (mit Anschlussstelle) (A 9)
3,Raststätte In der Holledau  (mit Anschlussstelle) (A 9),DREIECK HOLLEDAU
6,Raststätte In der Holledau  (mit Anschlussstelle) (A 9),PFAFFENHOFEN (A 9)
6,PFAFFENHOFEN (A 9),Raststätte In der Holledau  (mit Anschlussstelle) (A 9)
9,PFAFFENHOFEN (A 9),ALLERSHAUSEN (A 9)
9,ALLERSHAUSEN (A 9),PFAFFENHOFEN (A 9)
13,ALLERSHAUSEN (A 9),KREUZ NEUFAHRN
13,KREUZ NEUFAHRN,ALLERSHAUSEN (A 9)
2,KREUZ NEUFAHRN,ECHING (A 9)
2,ECHING (A 9),KREUZ NEUFAHRN
4,ECHING (A 9),GARCHING - NORD (A 9)
4,GARCHING - NORD (A 9),ECHING (A 9)
2,GARCHING - NORD (A 9),GARCHING - SUED (A 9)
2,GARCHING - SUED (A 9),GARCHING - NORD (A 9)
3,GARCHING - SUED (A 9),KREUZ MUENCHEN - NORD
3,KREUZ MUENCHEN - NORD,GARCHING - SUED (A 9)
2,KREUZ MUENCHEN - NORD,MUENCHEN - FROETTMANING - SUED (A 9)
2,MUENCHEN - FROETTMANING - SUED (A 9),KREUZ MUENCHEN - NORD
1,MUENCHEN - FROETTMANING - SUED (A 9),MUENCHEN - FREIMANN (A 9)
1,MUENCHEN - FREIMANN (A 9),MUENCHEN - FROETTMANING - SUED (A 9)
1,MUENCHEN - FREIMANN (A 9),MUENCHEN - FRANKFURTER RING (A 9)
1,MUENCHEN - FRANKFURTER RING (A 9),MUENCHEN - FREIMANN (A 9)
2,MUENCHEN - FRANKFURTER RING (A 9),DREIECK MUENCHEN - SCHWABING
2,DREIECK MUENCHEN - SCHWABING,MUENCHEN - FRANKFURTER RING (A 9)
4,DREIECK SCHWANEBECK,BERLIN - HOHENSCHOENHAUSEN (A 10)
4,BERLIN - HOHENSCHOENHAUSEN (A 10),DREIECK SCHWANEBECK
7,BERLIN - HOHENSCHOENHAUSEN (A 10),BERLIN - MARZAHN (A 10)
7,BERLIN - MARZAHN (A 10),BERLIN - HOHENSCHOENHAUSEN (A 10)
8,BERLIN - MARZAHN (A 10),BERLIN - HELLERSDORF (A 10)
8,BERLIN - HELLERSDORF (A 10),BERLIN - MARZAHN (A 10)
3,BERLIN - HELLERSDORF (A 10),RUEDERSDORF (A 10)
3,RUEDERSDORF (A 10),BERLIN - HELLERSDORF (A 10)
7,RUEDERSDORF (A 10),ERKNER (A 10)
7,ERKNER (A 10),RUEDERSDORF (A 10)
4,ERKNER (A 10),FREIENBRINK (A 10)
4,FREIENBRINK (A 10),ERKNER (A 10)
8,FREIENBRINK (A 10),DREIECK SPREEAU
8,DREIECK SPREEAU,FREIENBRINK (A 10)
6,DREIECK SPREEAU,NIEDERLEHME (A 10)
6,NIEDERLEHME (A 10),DREIECK SPREEAU
4,NIEDERLEHME (A 10),KOENIGS WUSTERHAUSEN (A 10)
4,KOENIGS WUSTERHAUSEN (A 10),NIEDERLEHME (A 10)
4,KOENIGS WUSTERHAUSEN (A 10),SCHOENEFELDER KREUZ
4,SCHOENEFELDER KREUZ,KOENIGS WUSTERHAUSEN (A 10)
4,SCHOENEFELDER KREUZ,KREUZ RANGSDORF
4,KREUZ RANGSDORF,SCHOENEFELDER KREUZ
9,KREUZ RANGSDORF,GENSHAGEN (A 10)
9,GENSHAGEN (A 10),KREUZ RANGSDORF
2,GENSHAGEN (A 10),LUDWIGSFELDE - OST (A 10)
2,LUDWIGSFELDE - OST (A 10),GENSHAGEN (A 10)
6,LUDWIGSFELDE - OST (A 10),LUDWIGSFELDE - WEST (A 10)
6,LUDWIGSFELDE - WEST (A 10),LUDWIGSFELDE - OST (A 10)
8,LUDWIGSFELDE - WEST (A 10),DREIECK NUTHETAL
8,DREIECK NUTHETAL,LUDWIGSFELDE - WEST (A 10)
